Vardas              Pavarde             Galutinis (med.)  
Vardenis272         Pavardenis272       4.50              
Vardenis278         Pavardenis278       4.00              
Vardenis279         Pavardenis279       4.00              
Vardenis281         Pavardenis281       3.00              
Vardenis283         Pavardenis283       3.00              
Vardenis284         Pavardenis284       4.50              
Vardenis286         Pavardenis286       3.00              
Vardenis287         Pavardenis287       4.50              
Vardenis290         Pavardenis290       4.50              
Vardenis293         Pavardenis293       4.00              
Vardenis300         Pavardenis300       3.50              
Vardenis304         Pavardenis304       4.00              
Vardenis306         Pavardenis306       4.50              
Vardenis307         Pavardenis307       4.00              
Vardenis309         Pavardenis309       4.00              
Vardenis310         Pavardenis310       4.50              
Vardenis313         Pavardenis313       4.50              
Vardenis314         Pavardenis314       4.00              
Vardenis315         Pavardenis315       4.50              
Vardenis316         Pavardenis316       4.00              
Vardenis322         Pavardenis322       3.50              
Vardenis324         Pavardenis324       4.50              
Vardenis329         Pavardenis329       4.50              
Vardenis333         Pavardenis333       4.50              
Vardenis334         Pavardenis334       4.50              
Vardenis336         Pavardenis336       3.00              
Vardenis337         Pavardenis337       4.00              
Vardenis339         Pavardenis339       4.50              
Vardenis340         Pavardenis340       3.50              
Vardenis341         Pavardenis341       3.50              
Vardenis342         Pavardenis342       3.00              
Vardenis348         Pavardenis348       1.50              
Vardenis349         Pavardenis349       2.50              
Vardenis354         Pavardenis354       4.00              
Vardenis361         Pavardenis361       3.50              
Vardenis362         Pavardenis362       4.50              
Vardenis363         Pavardenis363       4.50              
Vardenis370         Pavardenis370       4.00              
Vardenis372         Pavardenis372       4.50              
Vardenis379         Pavardenis379       4.50              
Vardenis381         Pavardenis381       3.50              
Vardenis382         Pavardenis382       4.00              
Vardenis384         Pavardenis384       4.50              
Vardenis390         Pavardenis390       4.50              
Vardenis397         Pavardenis397       4.00              
Vardenis402         Pavardenis402       4.00              
Vardenis412         Pavardenis412       3.50              
Vardenis413         Pavardenis413       4.50              
Vardenis417         Pavardenis417       3.50              
Vardenis418         Pavardenis418       4.50              
Vardenis425         Pavardenis425       4.50              
Vardenis430         Pavardenis430       4.00              
