Vardas              Pavarde             Galutinis (vid.)  
Vardenis731         Pavardenis731       3.72              
Vardenis733         Pavardenis733       4.40              
Vardenis741         Pavardenis741       4.40              
Vardenis742         Pavardenis742       3.20              
Vardenis749         Pavardenis749       3.72              
Vardenis750         Pavardenis750       2.72              
Vardenis757         Pavardenis757       3.60              
Vardenis759         Pavardenis759       3.72              
Vardenis761         Pavardenis761       4.04              
Vardenis762         Pavardenis762       3.60              
Vardenis764         Pavardenis764       3.36              
Vardenis766         Pavardenis766       2.96              
Vardenis767         Pavardenis767       4.20              
Vardenis770         Pavardenis770       2.60              
Vardenis771         Pavardenis771       3.60              
Vardenis772         Pavardenis772       4.48              
Vardenis784         Pavardenis784       3.68              
Vardenis786         Pavardenis786       4.80              
Vardenis787         Pavardenis787       4.68              
Vardenis792         Pavardenis792       3.08              
Vardenis793         Pavardenis793       2.88              
Vardenis799         Pavardenis799       2.72              
Vardenis803         Pavardenis803       2.64              
Vardenis807         Pavardenis807       3.24              
Vardenis808         Pavardenis808       4.12              
Vardenis809         Pavardenis809       3.52              
Vardenis813         Pavardenis813       2.64              
Vardenis815         Pavardenis815       4.20              
Vardenis816         Pavardenis816       4.68              
Vardenis817         Pavardenis817       3.96              
Vardenis818         Pavardenis818       3.88              
Vardenis819         Pavardenis819       4.20              
Vardenis823         Pavardenis823       4.88              
Vardenis825         Pavardenis825       3.64              
Vardenis829         Pavardenis829       4.92              
Vardenis831         Pavardenis831       3.16              
Vardenis832         Pavardenis832       3.68              
Vardenis834         Pavardenis834       3.48              
Vardenis837         Pavardenis837       3.56              
Vardenis839         Pavardenis839       4.48              
Vardenis842         Pavardenis842       3.56              
Vardenis846         Pavardenis846       3.24              
Vardenis847         Pavardenis847       4.12              
Vardenis854         Pavardenis854       4.12              
Vardenis857         Pavardenis857       3.32              
Vardenis860         Pavardenis860       4.12              
Vardenis864         Pavardenis864       2.96              
Vardenis866         Pavardenis866       4.48              
Vardenis871         Pavardenis871       3.88              
Vardenis872         Pavardenis872       4.92              
Vardenis873         Pavardenis873       4.76              
Vardenis874         Pavardenis874       3.44              
